,Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,Stream,most_playedon,duration_ms,explicit,year,popularity,key,genre
0,Gorillaz,Feel Good Inc.,Demon Days,album,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,3.7106666666666666,693555221,6220896,169907,True,1040234854,Spotify,222640,False,2005,82,6,hip hop
1,Gorillaz,Clint Eastwood,Gorillaz,album,0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,5.682,618480958,6197318,155930,True,617259738,Youtube,340920,True,2001,74,10,hip hop
2,Gorillaz,DARE,Demon Days,album,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,4.083333333333333,259021161,1844658,72008,True,323850327,Spotify,244999,False,2005,73,11,hip hop
3,Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),album,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,4.483333333333333,336635759,1740224,32573,True,866464951,Spotify,269000,False,2002,80,9,rock
4,Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),album,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4.256216666666667,673528656,3140356,60091,True,732774515,Spotify,255373,False,1999,78,0,rock
5,Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,5.5777833333333335,320871237,1272266,37004,True,860722316,Spotify,334666,False,2006,79,11,rock
6,Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4.7026666666666666,324228662,1456622,49461,True,550067391,Spotify,282160,False,2006,76,0,rock
7,Red Hot Chili Peppers,By the Way,By the Way (Deluxe Edition),album,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,3.61555,179005296,784717,20084,True,367485508,Spotify,216933,False,2002,73,0,rock
8,50 Cent,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,3.22445,1682616458,10481678,296745,True,1041736808,Youtube,193466,True,2003,81,6,"hip hop, pop"
9,50 Cent,Candy Shop,The Massacre,album,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,3.485116666666667,838974650,5014527,113251,True,701248893,Youtube,209106,True,2005,79,11,"hip hop, pop"
10,50 Cent,Just A Lil Bit,The Massacre,album,0.489,0.692,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,3.961783333333333,476133463,2523312,42075,True,395155110,Youtube,237706,True,2005,76,1,"hip hop, pop"
11,50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,4.157783333333334,572659065,3334710,60552,True,541728561,Youtube,249480,True,2003,76,10,"hip hop, pop"
12,50 Cent,Disco Inferno,The Massacre,album,0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,3.57045,39825951,382791,12038,True,202477187,Spotify,214226,True,2005,72,3,"hip hop, pop"
13,50 Cent,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,3.74045,503248572,2759199,54805,True,446003044,Youtube,224440,True,2003,72,6,"hip hop, pop"
14,Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4.03955,789581468,4370461,261790,True,1325575712,Spotify,242373,False,2008,80,5,"rock, pop"
15,Coldplay,Something Just Like This,Memories...Do Not Open,album,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4.1193333333333335,2118018686,10282499,270444,True,2030825694,Youtube,247160,False,2017,83,11,"pop, Dance/Electronic"
16,The Chainsmokers,Something Just Like This,Memories...Do Not Open,album,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4.1193333333333335,2118024518,10282557,270446,True,2030825694,Youtube,247160,False,2017,83,11,"pop, Dance/Electronic"
17,Coldplay,A Sky Full of Stars,Ghost Stories,album,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,4.46445,786404613,3741300,79974,True,1021782403,Spotify,267866,False,2014,80,6,"rock, pop"
18,Coldplay,Paradise,Mylo Xyloto,album,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4.645316666666667,1665814269,8497224,343020,True,927288329,Youtube,278719,False,2011,82,5,"rock, pop"
19,Coldplay,Paradise,Mylo Xyloto,album,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4.645316666666667,1665814269,8497224,343020,True,927288329,Youtube,278719,False,2011,82,5,"rock, pop"
20,Sade,Paradise,The Best of Sade,compilation,0.738,0.792,-7.873,0.0378,0.309,0.39,0.0679,0.968,99.817,3.62445,27710627,143842,4873,True,43384851,Spotify,278719,False,2011,82,5,"rock, pop"
21,Sade,Paradise,The Best of Sade,compilation,0.738,0.792,-7.873,0.0378,0.309,0.39,0.0679,0.968,99.817,3.62445,27710627,143842,4873,True,43384851,Spotify,278719,False,2011,82,5,"rock, pop"
22,George Ezra,Paradise,Staying at Tamara's,album,0.642,0.881,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03,3.70075,104385181,473813,13926,True,298395323,Spotify,278719,False,2011,82,5,"rock, pop"
23,George Ezra,Paradise,Staying at Tamara's,album,0.642,0.881,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03,3.70075,104385181,473813,13926,True,298395323,Spotify,278719,False,2011,82,5,"rock, pop"
24,Bazzi,Paradise,Soul Searching,album,0.844,0.644,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061,2.8173,34823748,457464,6463,True,515623742,Spotify,278719,False,2011,82,5,"rock, pop"
25,Bazzi,Paradise,Soul Searching,album,0.844,0.644,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061,2.8173,34823748,457464,6463,True,515623742,Spotify,278719,False,2011,82,5,"rock, pop"
26,Oscar Maydon,Paradise,GXLE 3,album,0.692,0.585,-9.181,0.0273,0.159,0.0,0.169,0.848,104.959,3.433333333333333,1051022,15990,333,False,2777926,Spotify,278719,False,2011,82,5,"rock, pop"
27,Oscar Maydon,Paradise,GXLE 3,album,0.692,0.585,-9.181,0.0273,0.159,0.0,0.169,0.848,104.959,3.433333333333333,1051022,15990,333,False,2777926,Spotify,278719,False,2011,82,5,"rock, pop"
28,Coldplay,Hymn for the Weekend,A Head Full of Dreams,album,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4.30445,1828242112,13515772,377666,True,1049654852,Youtube,258266,False,2015,82,0,"rock, pop"
29,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.140216666666666,32310867,956073,19646,False,844698895,Spotify,248413,False,2013,83,6,"hip hop, Dance/Electronic"
30,Daft Punk,One More Time,Discovery,album,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,5.339283333333333,432177586,2707992,110189,True,471747761,Spotify,320357,False,2001,76,2,"hip hop, Dance/Electronic"
31,Armin van Buuren,One More Time,"Feel Again, Pt. 2",album,0.579,0.764,-5.55,0.0512,0.0995,0.00174,0.273,0.289,126.162,2.46825,1883499,43730,1267,True,18025225,Spotify,320357,False,2001,76,2,"hip hop, Dance/Electronic"
32,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,album,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,5.898216666666666,195983803,1115598,37436,True,274711166,Spotify,353893,False,2013,69,10,"hip hop, Dance/Electronic"
33,Linkin Park,In the End,Hybrid Theory (Bonus Edition),album,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,3.6146666666666665,1487186392,10183387,409471,True,1444841705,Youtube,216880,False,2000,83,3,"rock, metal"
34,Linkin Park,In the End,Hybrid Theory (Bonus Edition),album,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,3.6146666666666665,1487186392,10183387,409471,True,1444841705,Youtube,216880,False,2000,83,3,"rock, metal"
35,Linkin Park,Numb,Meteora,album,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,3.0931166666666665,1928733776,12341722,550921,True,1195213410,Youtube,185586,False,2003,81,9,"rock, metal"
36,Khalid,Numb,Numb,single,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,2.59315,25212794,418647,7041,True,203066841,Spotify,185586,False,2003,81,9,"rock, metal"
37,Men I Trust,Numb,Numb,single,0.783,0.303,-14.393,0.0527,0.811,0.945,0.109,0.65,138.816,3.655666666666667,11702391,630534,7043,True,46508509,Spotify,185586,False,2003,81,9,"rock, metal"
38,Marshmello,Numb,Numb,single,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,2.59315,25213699,418664,7041,True,203066841,Spotify,185586,False,2003,81,9,"rock, metal"
39,NEFFEX,Numb,Numb,single,0.752,0.539,-9.168,0.219,0.417,0.0,0.0976,0.638,140.089,2.4,7718608,141386,2992,True,45267425,Spotify,185586,False,2003,81,9,"rock, metal"
40,Linkin Park,What I've Done,Minutes to Midnight,album,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,3.426883333333333,587927093,3370635,148741,True,589294152,Spotify,205613,False,2007,77,5,"rock, metal"
41,Linkin Park,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,3.4288833333333333,44436981,226771,9260,True,778880225,Spotify,205733,True,2004,76,2,hip hop
42,JAY-Z,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,3.4288833333333333,47752493,219401,4024,False,778880225,Spotify,205733,True,2004,76,2,hip hop
43,Linkin Park,Faint,Meteora,album,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,2.71,378323695,2061834,65731,True,413355749,Spotify,162600,False,2003,72,4,"rock, metal"
44,Linkin Park,Bleed It Out,Minutes to Midnight,album,0.529,0.967,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,2.772883333333333,135176149,762715,27609,True,388331061,Spotify,166373,True,2007,73,1,"rock, metal"
45,Linkin Park,BURN IT DOWN,LIVING THINGS,album,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,3.83755,353135986,2534190,113567,True,368132993,Spotify,230253,False,2012,73,9,"rock, metal"
46,Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),album,0.744,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,4.818883333333333,638267058,3670416,131565,True,1001227038,Spotify,289133,False,2009,80,0,"hip hop, pop"
47,Black Eyed Peas,Where Is The Love?,Elephunk,album,0.834,0.699,-3.222,0.178,0.111,0.0,0.131,0.809,94.086,4.542216666666667,888076529,4899065,180386,True,752091441,Youtube,272533,False,2003,68,5,"hip hop, pop"
48,Black Eyed Peas,Just Can’t Get Enough,The Beginning,album,0.659,0.628,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,3.6571166666666666,292211575,1594576,70720,True,331578264,Spotify,219426,False,2010,76,0,"hip hop, pop"
49,Black Eyed Peas,Pump It,Monkey Business,album,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,3.5511166666666667,755836314,4746197,133551,True,492130246,Youtube,213066,False,2005,75,1,"hip hop, pop"
50,Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),album,0.798,0.629,-6.857,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,4.73955,458724349,2094991,73011,True,363930118,Youtube,284373,False,2009,72,11,"hip hop, pop"
51,P!nk,Raise Your Glass,Raise Your Glass,single,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,3.3826666666666667,237232986,1026177,47667,True,502735560,Spotify,202960,True,2010,76,7,pop
52,P!nk,Try,The Truth About Love,album,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,4.131783333333333,534286492,2554163,78435,True,476783121,Youtube,247906,False,2012,76,2,pop
53,P!nk,Try,The Truth About Love,album,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,4.131783333333333,534286492,2554163,78435,True,476783121,Youtube,247906,False,2012,76,2,pop
54,Nelly Furtado,Try,Folklore,album,0.623,0.588,-7.457,0.0304,0.0588,0.000346,0.437,0.317,93.922,4.639783333333333,35358447,148408,6038,True,31718294,Youtube,247906,False,2012,76,2,pop
55,Nelly Furtado,Try,Folklore,album,0.623,0.588,-7.457,0.0304,0.0588,0.000346,0.437,0.317,93.922,4.639783333333333,35358447,148408,6038,True,31718294,Youtube,247906,False,2012,76,2,pop
56,Colbie Caillat,Try,Gypsy Heart,album,0.603,0.376,-9.77,0.0288,0.807,0.0,0.108,0.538,139.995,3.742883333333333,94816891,1090664,37058,True,201949875,Spotify,247906,False,2012,76,2,pop
57,Colbie Caillat,Try,Gypsy Heart,album,0.603,0.376,-9.77,0.0288,0.807,0.0,0.108,0.538,139.995,3.742883333333333,94816891,1090664,37058,True,201949875,Spotify,247906,False,2012,76,2,pop
58,P!nk,So What,Funhouse (Expanded Edition),album,0.534,0.87,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,3.586,432775314,2187945,60960,True,471672024,Spotify,215160,True,2008,76,11,pop
59,P!nk,What About Us,Beautiful Trauma,album,0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4.493333333333333,339837769,1819636,38357,True,662431775,Spotify,220682,False,2013,61,7,"pop, Dance/Electronic"
60,P!nk,Who Knew,I'm Not Dead,album,0.688,0.734,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004,3.474883333333333,168736063,611231,20095,True,219363750,Spotify,208493,False,2006,0,9,pop
61,P!nk,True Love (feat. Lily Allen),The Truth About Love,album,0.457,0.823,-4.76,0.311,0.00144,0.0,0.108,0.578,192.205,3.84555,149977268,938718,31361,True,170002964,Spotify,230733,True,2012,71,9,pop
62,Eminem,Mockingbird,Encore (Deluxe Version),album,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,4.179333333333333,719661717,5550929,205147,True,908006704,Spotify,250760,True,2004,77,0,hip hop
63,Carly Simon,Mockingbird,Hotcakes,album,0.716,0.753,-12.407,0.0368,0.0532,0.000619,0.183,0.952,113.404,4.237333333333333,6092296,33018,2841,False,10637181,Spotify,250760,True,2004,77,0,hip hop
64,Eminem,Without Me,The Eminem Show,album,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,4.838666666666667,1590485349,11469490,341006,True,1457351902,Youtube,290320,True,2002,87,7,hip hop
65,Eminem,Without Me,The Eminem Show,album,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,4.838666666666667,1590485349,11469490,341006,True,1457351902,Youtube,201660,True,2018,77,6,"pop, Dance/Electronic"
66,Halsey,Without Me,Manic,album,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,3.3610166666666665,720370943,8066442,141866,True,1666992690,Spotify,290320,True,2002,87,7,hip hop
67,Halsey,Without Me,Manic,album,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,3.3610166666666665,720370943,8066442,141866,True,1666992690,Spotify,201660,True,2018,77,6,"pop, Dance/Electronic"
68,Eminem,The Real Slim Shady,The Marshall Mathers LP,album,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,4.736666666666666,777507160,6489755,169037,True,1232567233,Spotify,284200,True,2000,86,5,hip hop
69,Eminem,Till I Collapse,The Eminem Show,album,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,4.963116666666667,1931315,18992,291,False,1548871694,Spotify,297786,True,2002,85,1,hip hop
70,Eminem,Stan,The Marshall Mathers LP,album,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,6.735116666666666,623027280,5152714,199113,True,799979337,Spotify,404106,True,2000,83,6,hip hop
71,Lofi Fruits Music,Stan,Old Songs But It's Lofi Fruits Remix,album,0.725,0.369,-16.427,0.0317,0.964,0.919,0.237,0.213,114.376,2.466666666666667,304649,5220,111,True,24953041,Spotify,404106,True,2000,83,6,hip hop
72,Chill Fruits Music,Stan,Old Songs But It's Lofi Fruits Remix,album,0.725,0.369,-16.427,0.0317,0.964,0.919,0.237,0.213,114.376,2.466666666666667,304649,5220,111,True,24953041,Spotify,404106,True,2000,83,6,hip hop
73,Eminem,Love The Way You Lie,Recovery,album,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,4.38955,2539156924,12696568,599124,True,1115478746,Youtube,263373,True,2010,81,10,hip hop
74,Eminem,Sing For The Moment,The Eminem Show,album,0.668,0.824,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,5.659116666666667,454015875,2471743,99418,True,357737050,Youtube,339546,True,2002,71,5,hip hop
75,Eminem,Not Afraid,Recovery,album,0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,4.13555,1727241246,11425215,872181,True,789922926,Youtube,248133,True,2010,79,0,hip hop
76,Pharrell Williams,"Happy - From ""Despicable Me 2""",G I R L,album,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,3.8786666666666663,128396799,718507,14157,True,1143833476,Spotify,232720,False,2014,79,5,"hip hop, pop"
77,Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,3.72355,673495248,4097957,105475,True,981287133,Spotify,223413,True,2017,79,11,"hip hop, pop, Dance/Electronic"
78,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,3.72355,673497801,4097987,105475,True,981287133,Spotify,223413,True,2017,79,11,"hip hop, pop, Dance/Electronic"
79,Katy Perry,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,3.72355,673497801,4097989,105475,True,981287133,Spotify,223413,True,2017,79,11,"hip hop, pop, Dance/Electronic"
80,Big Sean,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,3.72355,673497844,4097990,105475,True,981287133,Spotify,223413,True,2017,79,11,"hip hop, pop, Dance/Electronic"
81,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,album,0.894,0.404,-5.913,0.13,0.453,1.57e-06,0.0801,0.759,102.009,3.941783333333333,59095041,433116,13530,True,114177468,Spotify,236506,True,2003,67,9,"hip hop, pop"
82,Khalid,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,3.3364333333333334,1721382178,24425840,561909,True,2110573779,Spotify,200185,False,2018,86,4,"pop, Dance/Electronic"
83,Khalid,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,3.3364333333333334,1721382178,24425840,561909,True,2110573779,Spotify,200185,False,2018,86,4,"pop, Dance/Electronic"
84,Billie Eilish,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,3.3364333333333334,1721400523,24426202,561906,True,2110573779,Spotify,200185,False,2018,86,4,"pop, Dance/Electronic"
85,Billie Eilish,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,3.3364333333333334,1721400523,24426202,561906,True,2110573779,Spotify,200185,False,2018,86,4,"pop, Dance/Electronic"
86,Khalid,Silence,Silence,single,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,3.013716666666667,129183587,1480652,37678,False,1322057199,Spotify,180822,False,2017,80,4,"pop, Dance/Electronic"
87,Popcaan,Silence,Forever,album,0.547,0.558,-6.745,0.309,0.112,0.0,0.112,0.422,93.872,3.5962666666666667,44950551,278543,5950,False,22259505,Youtube,180822,False,2017,80,4,"pop, Dance/Electronic"
88,Marshmello,Silence,Silence,single,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,3.013716666666667,129183867,1480655,37678,False,1322057199,Spotify,180822,False,2017,80,4,"pop, Dance/Electronic"
89,Khalid,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,album,0.632,0.686,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,2.8461666666666665,632400004,2781127,34795,False,1424962511,Spotify,173799,False,2018,75,6,"hip hop, pop"
90,benny blanco,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,album,0.632,0.686,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,2.8461666666666665,632403061,2781145,34795,False,1424962511,Spotify,173799,False,2018,75,6,"hip hop, pop"
91,Halsey,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,album,0.632,0.686,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,2.8461666666666665,4640160,136695,3524,True,1424962511,Spotify,173799,False,2018,75,6,"hip hop, pop"
92,Khalid,Better,Suncity,album,0.596,0.552,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,3.822,860718114,4030063,68320,True,1143264716,Spotify,229412,False,2018,70,0,"pop, R&B"
93,Khalid,Love Lies (with Normani),Love Lies (with Normani),single,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,3.3617833333333333,243497172,1758555,28321,True,843423744,Spotify,201707,False,2018,73,6,"pop, R&B"
94,Shakira,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",album,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,3.634883333333333,1214508056,6540184,223326,True,1164605089,Youtube,218093,False,2005,82,10,"pop, latin"
95,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",single,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,3.3800833333333333,206242355,1923118,31427,True,382579404,Spotify,202804,False,2017,71,3,"hip hop, pop"
96,Bebe Rexha,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",single,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,3.3800833333333333,206243422,1923134,31427,True,382579404,Spotify,202804,False,2017,71,3,"hip hop, pop"
97,X Ambassadors,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",single,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,3.3800833333333333,8897707,133361,1310,False,382579404,Spotify,202804,False,2017,71,3,"hip hop, pop"
98,Nicky Jam,X,Intimo,album,0.594,0.749,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,2.8809,2133459242,9883068,262847,True,865695837,Youtube,172854,False,2019,74,9,latin
99,Xzibit,X,Restless,album,0.936,0.678,-3.012,0.21,0.0795,0.0,0.0838,0.822,96.911,4.260666666666666,79393504,479742,8536,True,90283256,Spotify,172854,False,2019,74,9,latin
100,Tinashe,X,333,album,0.868,0.721,-5.733,0.0443,0.0835,9.11e-05,0.0759,0.964,135.004,2.85255,5077848,127522,5000,True,15507196,Spotify,172854,False,2019,74,9,latin
101,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),album,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,4.205116666666667,1007596168,4265538,162078,True,777641580,Youtube,252306,False,2011,81,8,"hip hop, pop, latin"
102,Pitbull,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),album,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,3.4026666666666667,1405539965,5671596,158456,True,1120973873,Youtube,204160,False,2012,80,11,"hip hop, pop, latin"
103,Pitbull,Time of Our Lives,Globalization,album,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,3.822666666666666,253293371,1423079,25528,True,981156901,Spotify,229360,True,2014,80,1,"hip hop, pop, latin"
104,Ne-Yo,Time of Our Lives,Globalization,album,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,3.822666666666666,253293645,1423081,25528,True,981156901,Spotify,229360,True,2014,80,1,"hip hop, pop, latin"
105,Pitbull,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,3.8251166666666663,704875181,2999847,113202,True,481224452,Youtube,229506,False,2012,77,7,"hip hop, pop, latin"
106,Christina Aguilera,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,3.8251166666666663,704875765,2999848,113202,True,481224452,Youtube,229506,False,2012,77,7,"hip hop, pop, latin"
107,Pitbull,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),album,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,3.788,866480662,2961540,153962,True,347393726,Youtube,227280,False,2011,74,0,"hip hop, pop, latin"
108,Pitbull,Hotel Room Service,Pitbull Starring In Rebelution,album,0.85,0.631,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,3.96,313590021,1533812,45324,True,374912951,Spotify,238506,False,2009,63,6,"hip hop, pop, latin"
109,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),Planet Pit (Deluxe Version),album,0.595,0.912,-3.428,0.0884,0.0434,0.0,0.259,0.762,128.024,3.90755,300032949,1078390,36962,True,193172998,Youtube,234453,False,2011,71,10,"hip hop, pop, latin"
110,Sean Paul,No Lie,Mad Love The Prequel,album,0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04,3.6862666666666666,1120854023,7147862,108564,True,851711837,Youtube,221176,False,2018,84,7,"hip hop, pop"
111,2 Chainz,No Lie,Based On A T.R.U. Story (Deluxe),album,0.634,0.665,-5.984,0.176,0.0172,0.0,0.365,0.611,131.108,3.963783333333333,125362113,677251,40101,True,102115615,Youtube,221176,False,2018,84,7,"hip hop, pop"
112,Sean Paul,Temperature,The Trinity,album,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,3.642883333333333,361314925,2124819,38673,True,590578908,Spotify,218573,False,2005,78,0,"hip hop, pop"
