,Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,Stream,most_playedon,duration_ms,explicit,year,popularity,key,genre
385,James Carter,Heaven,Heaven,single,0.737,0.849,-6.071,0.035,0.0201,7.21e-05,0.132,0.675,115.993,2.077583333333333,79942,1012,34,False,22303596,Spotify,233600,False,2002,63,8,pop
386,Bryan Adams,When You're Gone,On A Day Like Today,album,0.546,0.931,-6.344,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,3.414883333333333,28537226,117522,5423,True,119387304,Spotify,240493,False,2007,68,4,pop
387,The Cranberries,When You're Gone,Stars: The Best Of The Cranberries 1992-2002,compilation,0.45,0.525,-6.893,0.0271,0.522,2.43e-06,0.254,0.371,187.525,3.87,133641643,598937,24156,True,54876437,Youtube,240493,False,2007,68,4,pop
388,Avril Lavigne,When You're Gone,The Best Damn Thing (Expanded Edition),album,0.457,0.719,-3.921,0.0323,0.191,0.0,0.228,0.168,142.034,4.008216666666667,502061646,2537746,115295,True,187236666,Youtube,240493,False,2007,68,4,pop
389,Shawn Mendes,When You're Gone,When You're Gone,single,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,2.8711166666666665,33518749,548757,17570,True,201576351,Spotify,240493,False,2007,68,4,pop
390,Nelly Furtado,Promiscuous,Loose,album,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4.038216666666667,516193793,2735269,76338,True,794882240,Spotify,242293,False,2006,82,10,"hip hop, pop, latin"
391,Nelly Furtado,Maneater,Loose,album,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722,4.314883333333333,114726796,591814,18201,True,400248405,Spotify,258893,False,2006,79,6,"hip hop, pop, latin"
392,Daryl Hall & John Oates,Maneater,H2O,album,0.724,0.498,-13.083,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4.552883333333333,0,0,0,False,408636606,Spotify,258893,False,2006,79,6,"hip hop, pop, latin"
393,Nelly Furtado,Say It Right,Loose,album,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,3.718,829528189,4130401,117513,True,358486560,Youtube,223080,False,2006,81,1,"hip hop, pop, latin"
394,Nelly Furtado,I'm Like A Bird,"Whoa, Nelly! (Expanded Edition)",album,0.623,0.607,-5.113,0.0353,0.147,3.29e-06,0.227,0.614,89.654,4.052666666666667,130698003,718071,26998,True,246315676,Spotify,243160,False,2000,1,10,"hip hop, pop, latin"
395,Nelly Furtado,Turn Off The Light,"Whoa, Nelly! (Expanded Edition)",album,0.589,0.687,-6.222,0.097,0.0778,0.000289,0.419,0.649,180.215,4.601116666666667,76901850,370956,11660,True,57342829,Youtube,276106,False,2000,1,2,"hip hop, pop, latin"
396,Jennifer Lopez,On The Floor,Love?,album,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,4.7477833333333335,2062108307,8740440,440974,True,360804163,Youtube,284866,False,2011,79,3,"hip hop, pop, R&B"
397,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jenny From The Block - The Remixes,album,0.84,0.762,-5.454,0.226,0.00736,3.77e-06,0.0615,0.946,99.987,3.16275,626733,11672,691,True,279835559,Spotify,187840,False,2002,70,6,"hip hop, pop, R&B"
398,Jennifer Lopez,Love Don't Cost a Thing,J.Lo,album,0.786,0.842,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,3.687116666666667,169776982,724817,23419,True,119700546,Youtube,221226,False,2001,67,4,"hip hop, pop, R&B"
399,Jennifer Lopez,Dance Again,Dance Again...The Hits,compilation,0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,3.95445,565927328,1628947,83011,True,176261180,Youtube,237266,False,2012,0,11,"hip hop, pop, R&B"
400,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,J.Lo,album,0.708,0.587,-7.93,0.151,0.273,0.0,0.0718,0.554,83.46,4.368883333333334,211136998,790540,23718,True,142628550,Youtube,262133,True,2001,66,11,"hip hop, pop, R&B"
401,Jennifer Lopez,Get Right,Rebirth,album,0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084,3.758883333333333,164650376,715615,17922,True,154833435,Youtube,225533,False,2005,65,0,"hip hop, pop, R&B"
402,Sido,2002,Ich & keine Maske,album,0.657,0.691,-7.907,0.236,0.213,0.0,0.099,0.493,160.106,3.9526166666666662,23306207,204035,4085,True,137429216,Spotify,186986,False,2018,80,1,"pop, Dance/Electronic"
403,Anne-Marie,2002,Speak Your Mind (Deluxe),album,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,3.11645,729409155,4972788,104097,True,1270986108,Spotify,186986,False,2018,80,1,"pop, Dance/Electronic"
404,Apache 207,2002,Ich & keine Maske,album,0.657,0.691,-7.907,0.236,0.213,0.0,0.099,0.493,160.106,3.9526166666666662,516147,5878,162,False,137429216,Spotify,186986,False,2018,80,1,"pop, Dance/Electronic"
405,Nelly,Dilemma,Nellyville,album,0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,4.819333333333334,1316803202,7185662,169910,True,653423069,Youtube,289160,True,2002,77,2,"hip hop, pop, R&B"
406,Nelly,Ride Wit Me,Country Grammar,album,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,4.863033333333333,157346776,904649,24109,True,445647556,Spotify,291781,True,2000,75,7,"hip hop, pop, R&B"
407,Nelly,Hot In Herre,Nellyville,album,0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075,3.804,179361043,1020227,27963,True,389070840,Spotify,228240,True,2002,75,11,"hip hop, pop, R&B"
408,Nelly,Just A Dream,5,album,0.531,0.752,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917,3.963333333333333,674682680,3259320,133304,True,376250061,Youtube,237800,False,2010,73,1,"hip hop, pop, R&B"
409,Nelly,Country Grammar (Hot Shit),Country Grammar,album,0.865,0.664,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831,4.783333333333333,90020758,438792,14224,True,198567775,Spotify,287000,True,2000,68,2,"hip hop, pop, R&B"
410,Nelly,Air Force Ones,Nellyville,album,0.784,0.459,-9.74,0.317,0.0847,0.0,0.079,0.618,164.062,5.066666666666666,79858160,429079,14937,True,61891226,Youtube,304000,True,2002,61,4,"hip hop, pop, R&B"
411,Céline Dion,That's the Way It Is,The Very Best of Celine Dion,compilation,0.634,0.886,-5.424,0.0434,0.154,0.0,0.118,0.577,93.04,4.022883333333334,260022235,869724,31143,True,100028498,Youtube,241373,False,1999,64,9,pop
412,Alesso,Under Control (feat. Hurts),Motion,album,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,3.071333333333333,272750697,1283495,24492,True,437416321,Spotify,184280,False,2014,72,8,"hip hop, pop, Dance/Electronic"
413,Alesso,Heroes (we could be),Forever,album,0.503,0.748,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896,3.5002166666666668,239419759,1612084,32999,True,602153066,Spotify,209866,False,2014,52,5,"pop, Dance/Electronic"
414,Limp Bizkit,Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,album,0.603,0.933,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306,3.562666666666667,247724809,1448471,51054,True,370151906,Spotify,213760,True,2000,73,1,metal
415,Limp Bizkit,Take A Look Around,Chocolate Starfish And The Hot Dog Flavored Water,album,0.425,0.852,-5.607,0.046,0.0175,0.306,0.0935,0.512,101.968,5.350666666666666,17980209,95431,2299,False,280051903,Spotify,321040,False,2000,72,11,metal
416,Limp Bizkit,Behind Blue Eyes,Results May Vary,album,0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315,4.49955,497909,7358,151,False,314464772,Spotify,269973,False,2003,70,7,metal
417,The Who,Behind Blue Eyes,Who's Next (Deluxe Edition),album,0.394,0.622,-8.258,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,3.69045,9389789,110890,4411,False,216048073,Spotify,269973,False,2003,70,7,metal
418,Norah Jones,Sunrise,Feels Like Home,album,0.526,0.299,-13.797,0.031,0.941,0.097,0.106,0.679,156.848,3.3437833333333336,53810988,231365,4538,True,243456781,Spotify,199040,False,2008,58,5,"rock, R&B, Folk/Acoustic, pop"
419,Simply Red,Sunrise,Sunrise European Single,single,0.788,0.728,-5.123,0.0295,0.00325,0.23,0.0979,0.936,105.983,3.3362166666666666,49589638,218507,2915,True,82503383,Spotify,199040,False,2008,58,5,"rock, R&B, Folk/Acoustic, pop"
420,Norah Jones,Turn Me On,Come Away With Me (Super Deluxe Edition),album,0.429,0.18,-10.694,0.0551,0.864,4.4e-06,0.104,0.485,170.645,2.58,60080,0,2,False,165656395,Spotify,192106,False,2004,67,9,hip hop
421,Skillet,Monster,Awake,album,0.64,0.957,-2.336,0.0741,0.0431,0.0,0.0789,0.692,134.992,2.966883333333333,401002898,3279006,153167,True,499536385,Spotify,178013,False,2009,75,8,"rock, pop, metal"
422,Gabry Ponte,Monster,Monster,single,0.83,0.794,-6.279,0.432,0.0253,0.0248,0.106,0.607,128.16,2.5704333333333333,91658957,996701,12099,True,262576242,Spotify,178013,False,2009,75,8,"rock, pop, metal"
423,ARASHI,Monster,Boku No Miteiru Fuukei,album,0.656,0.939,-4.042,0.0792,0.192,0.0,0.373,0.744,134.946,4.458583333333333,44929107,0,24436,True,15557954,Youtube,178013,False,2009,75,8,"rock, pop, metal"
424,EXO,Monster,EX'ACT,album,0.618,0.76,-4.312,0.0596,0.0066,0.0,0.127,0.541,150.0,3.689016666666667,427819325,5746373,1000021,True,184739334,Youtube,178013,False,2009,75,8,"rock, pop, metal"
425,Train,Drops of Jupiter (Tell Me),Drops Of Jupiter,album,0.481,0.638,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064,4.332216666666667,276766622,1217732,46340,True,649247798,Spotify,259933,False,2001,77,0,pop
426,Train,Drive By,California 37,album,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,3.2662166666666668,188814782,1033376,39907,True,484386179,Spotify,195973,False,2012,77,1,pop
427,Shaggy,It Wasn't Me,Hot Shot,album,0.853,0.606,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759,3.793333333333333,19973183,264679,8181,False,787544363,Spotify,227600,False,2000,76,0,"hip hop, pop"
428,Shaggy,It Wasn't Me,It Wasn't Me,single,0.727,0.921,-3.212,0.0462,0.126,0.0,0.0942,0.508,120.049,2.975,19973183,264679,8181,False,11910849,Youtube,227600,False,2000,76,0,"hip hop, pop"
429,La Oreja de Van Gogh,Paris,El Viaje de Copperpot,album,0.528,0.692,-6.107,0.0309,0.0673,0.0,0.13,0.402,137.026,3.78,52059165,180322,5615,True,48024358,Youtube,221506,False,2017,73,2,"pop, Dance/Electronic"
430,Willy William,Paris,Une seule vie (Collector),album,0.756,0.79,-4.978,0.0374,0.0307,0.000157,0.146,0.234,102.018,3.25645,21661668,387255,8908,True,15092838,Youtube,221506,False,2017,73,2,"pop, Dance/Electronic"
431,The Chainsmokers,Paris,Memories...Do Not Open,album,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,3.691783333333333,399913961,2106482,60187,True,1038583130,Spotify,221506,False,2017,73,2,"pop, Dance/Electronic"
432,$uicideboy$,Paris,Now the Moon's Rising,album,0.849,0.648,-6.188,0.0835,0.0706,0.00636,0.0984,0.195,106.058,1.8503333333333332,175156959,1684805,28844,True,354905608,Spotify,221506,False,2017,73,2,"pop, Dance/Electronic"
433,Gwen Stefani,The Sweet Escape,The Sweet Escape,album,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,4.107783333333333,179131353,1149037,35998,True,439025743,Spotify,246466,False,2006,71,1,"pop, R&B"
434,Gwen Stefani,Hollaback Girl,Love Angel Music Baby (Deluxe Version),album,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,3.3308833333333334,260080572,2036467,68968,True,486700432,Spotify,199853,True,2004,69,10,"pop, R&B"
435,Gwen Stefani,Rich Girl,Love Angel Music Baby (Deluxe Version),album,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,3.936883333333333,158553611,1216221,30740,True,214398925,Spotify,236213,False,2004,68,7,"pop, R&B"
436,Daryl Hall & John Oates,Rich Girl,Bigger Than Both Of Us,album,0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,169.519,2.379783333333333,0,0,0,False,420228876,Spotify,236213,False,2004,68,7,"pop, R&B"
437,Gwen Stefani,What You Waiting For?,Love Angel Music Baby (Deluxe Version),album,0.676,0.948,-2.557,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,3.687116666666667,63710019,393348,11366,True,95086568,Spotify,221226,False,2004,60,5,"pop, R&B"
438,Gwen Stefani,Cool,Love Angel Music Baby (Deluxe Version),album,0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019,3.15555,168330582,767772,40206,True,87218417,Youtube,189333,False,2004,59,2,"pop, R&B"
439,The Game,Hate It Or Love It,The Documentary,album,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,3.44,288738246,1392599,52293,True,444401356,Spotify,206400,True,2005,77,9,"hip hop, pop"
440,The Game,How We Do,The Documentary,album,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,3.92555,196754501,1090933,29913,True,323529126,Spotify,235533,True,2005,74,4,"hip hop, pop"
441,Gabry Ponte,Thunder,Thunder,single,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,2.6666666666666665,67061187,477361,3882,True,353138077,Spotify,187146,False,2017,1,0,rock
442,Prezioso,Thunder,Thunder,single,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,2.6666666666666665,49166784,383147,5543,True,353138077,Spotify,187146,False,2017,1,0,rock
443,Imagine Dragons,Thunder,Evolve,album,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,3.1191166666666668,1936849342,11935830,363701,True,1900080651,Youtube,187146,False,2017,1,0,rock
444,Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,compilation,0.713,0.471,-7.392,0.483,0.421,0.0,0.0308,0.779,199.764,4.759783333333333,1666705,23093,32,True,171690947,Spotify,285586,False,2004,69,1,"hip hop, pop"
445,Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,compilation,0.66,0.707,-5.758,0.208,0.397,0.0,0.211,0.761,89.279,4.48,39953235,263121,8039,True,92344062,Spotify,268800,False,2005,63,6,"hip hop, pop"
446,Diddy,Last Night,Just Like You,album,0.916,0.849,-5.034,0.0639,0.166,0.000193,0.0859,0.974,121.002,4.262883333333333,148816999,937061,24156,True,111219603,Youtube,255706,False,2007,60,3,"hip hop, pop, R&B"
447,Keyshia Cole,Last Night,Just Like You,album,0.916,0.849,-5.034,0.0639,0.166,0.000193,0.0859,0.974,121.002,4.262883333333333,148817444,937064,24156,True,111219603,Youtube,255706,False,2007,60,3,"hip hop, pop, R&B"
448,The White Stripes,Seven Nation Army,Elephant,album,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,3.86845,531538957,4592162,152191,True,1224350356,Spotify,231920,False,2003,3,4,"rock, blues"
449,Dido,Thank You,No Angel,album,0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,3.6393333333333335,295349308,2368144,61583,True,274516382,Youtube,218360,False,1999,73,1,pop
450,Dido,White Flag,Life For Rent,album,0.509,0.538,-6.835,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4.01,224715106,1042174,38954,True,263108282,Spotify,240040,False,2003,44,5,pop
451,Dido,White Flag,Life For Rent,album,0.509,0.538,-6.835,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4.01,224715106,1042174,38954,True,263108282,Spotify,240040,False,2003,44,5,pop
452,Enya,Only Time,A Day Without Rain,album,0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,3.64245,227541008,2030885,95284,True,247417162,Spotify,218546,False,2000,69,3,"World/Traditional, Folk/Acoustic"
453,Papa Roach,Scars,Getting Away With Murder,album,0.384,0.921,-3.334,0.055,0.0948,0.0,0.168,0.471,89.922,3.4697666666666667,119353178,727898,22581,True,207450492,Spotify,208199,False,2004,60,11,"rock, metal"
454,I Prevail,Scars,Lifelines,album,0.505,0.964,-3.673,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,3.82955,58394962,499067,11265,False,110472003,Spotify,208199,False,2004,60,11,"rock, metal"
455,Wyclef Jean,Ready or Not,The Score (Expanded Edition),album,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,3.7831166666666665,212066884,1317003,30299,True,270271722,Spotify,200946,False,2012,72,2,pop
456,Ms. Lauryn Hill,Ready or Not,The Score (Expanded Edition),album,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,3.7831166666666665,212066884,1317003,30299,True,270271722,Spotify,200946,False,2012,72,2,pop
457,Fugees,Ready or Not,The Score (Expanded Edition),album,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,3.7831166666666665,212067476,1317005,30300,True,270271722,Spotify,200946,False,2012,72,2,pop
458,Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",CARNIVAL VOL. II...Memoirs of an Immigrant,album,0.73,0.746,-3.53,0.0517,0.0672,0.0,0.353,0.549,92.523,3.990666666666667,112497820,584461,24812,True,87750295,Youtube,241133,False,2007,56,1,set()
459,Simon & Garfunkel,America,Bookends,album,0.259,0.241,-15.955,0.042,0.554,6.62e-06,0.0849,0.275,178.453,3.588216666666667,0,0,0,False,98084504,Spotify,249760,False,2006,67,2,"rock, pop"
460,First Aid Kit,America,America,single,0.27,0.329,-7.318,0.032,0.871,8.91e-06,0.12,0.169,163.236,3.637333333333333,1074227,6487,525,False,30150996,Spotify,249760,False,2006,67,2,"rock, pop"
461,Robbie Williams,Rock DJ,Sing When You're Winning,album,0.712,0.762,-4.307,0.0326,0.026,0.0,0.0981,0.842,103.032,4.342666666666666,249074,922,140,False,201457474,Spotify,258560,False,2000,68,7,"pop, rock"
462,Patrick Watson,The Great Escape,Close to Paradise,album,0.459,0.0698,-16.827,0.035,0.991,0.103,0.109,0.232,105.202,3.122883333333333,9236037,62809,2114,True,29325998,Spotify,206520,False,2007,62,1,pop
463,Busta Rhymes,Don't Cha,PCD,album,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,4.534666666666666,409897329,1749518,34870,True,450534734,Spotify,272080,False,2005,72,1,"pop, R&B"
464,The Pussycat Dolls,Don't Cha,PCD,album,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,4.534666666666666,409900487,1749536,34870,True,450534734,Spotify,272080,False,2005,72,1,"pop, R&B"
465,Busta Rhymes,Touch It,The Big Bang,album,0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335,3.582666666666667,73500123,547052,20151,True,41668859,Youtube,214960,True,2006,61,1,"hip hop, pop"
466,Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Genesis,album,0.697,0.793,-4.699,0.323,0.0844,0.0,0.0619,0.56,89.767,3.9766666666666666,27097198,189648,6751,True,22475757,Youtube,238600,True,2001,55,6,"hip hop, pop"
467,Van Morrison,Someone Like You,Poetic Champions Compose,album,0.474,0.351,-8.296,0.0286,0.382,0.00108,0.0802,0.235,140.804,4.16045,4731304,33336,1770,True,42727041,Spotify,285240,False,2011,4,9,"pop, R&B"
468,Adele,Someone Like You,21,album,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,4.754,1958083020,9737198,352687,True,1468111036,Youtube,285240,False,2011,4,9,"pop, R&B"
469,Lil Jon,Turn Down for What,Turn Down for What,single,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,3.5622166666666666,1144903863,10125701,400601,True,486837929,Youtube,213733,False,2013,70,1,"hip hop, pop, Dance/Electronic"
470,DJ Snake,Turn Down for What,Turn Down for What,single,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,3.5622166666666666,1144905841,10125760,400600,True,486837929,Youtube,213733,False,2013,70,1,"hip hop, pop, Dance/Electronic"
471,Lil Jon,Snap Yo Fingers,Snap Yo Fingers - Single,single,0.835,0.757,-5.029,0.23,0.00647,0.0,0.29,0.626,82.038,4.5731166666666665,105596446,637212,15449,True,151540966,Spotify,274386,False,2006,67,8,"hip hop, pop"
472,Alan Jackson,Good Time,Good Time,album,0.652,0.767,-10.445,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,5.112883333333333,5590,100,7,False,75137770,Spotify,205933,False,2012,77,3,"rock, pop"
473,Owl City,Good Time,The Midsummer Station,album,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,3.4322166666666667,427768444,2425007,133437,True,450283834,Spotify,205933,False,2012,77,3,"rock, pop"
474,Carly Rae Jepsen,Good Time,The Midsummer Station,album,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,3.4322166666666667,427768493,2425008,133437,True,450283834,Spotify,205933,False,2012,77,3,"rock, pop"
475,Destiny's Child,Say My Name,The Writing's On The Wall,album,0.713,0.678,-3.525,0.102,0.273,0.0,0.149,0.734,138.009,4.522216666666667,341811113,1700270,43913,True,645113663,Spotify,271333,False,1999,75,5,"pop, R&B"
476,Dimitri Vegas & Like Mike,Say My Name,Say My Name,single,0.729,0.788,-4.832,0.0908,0.0703,0.0,0.115,0.857,118.039,2.658933333333333,3877674,50981,1627,False,146207284,Spotify,271333,False,1999,75,5,"pop, R&B"
477,Bebe Rexha,Say My Name,7,album,0.703,0.66,-5.119,0.123,0.137,0.0,0.192,0.79,95.031,3.315783333333333,955813606,5608028,88804,True,526948090,Youtube,271333,False,1999,75,5,"pop, R&B"
478,ATEEZ,Say My Name,TREASURE EP.2: Zero To One,single,0.634,0.9,-2.614,0.0583,0.212,0.0,0.317,0.623,152.968,3.7004,66352971,1320499,74870,False,69062897,Spotify,271333,False,1999,75,5,"pop, R&B"
479,Destiny's Child,Survivor,Survivor,album,0.514,0.911,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109,4.233783333333333,170649880,1153168,29031,True,386401916,Spotify,254026,False,2001,70,1,"pop, R&B"
480,Destiny's Child,"Jumpin', Jumpin'",The Writing's On The Wall,album,0.771,0.685,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997,3.8366666666666656,49770605,221038,6195,True,244936709,Spotify,230200,False,1999,70,1,"pop, R&B"
481,Destiny's Child,"Independent Women, Pt. 1",Survivor,album,0.73,0.602,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954,3.68555,72839124,411414,10935,True,0,Youtube,221133,False,2001,65,6,"pop, R&B"
482,Destiny's Child,"Independent Women, Pt. 1",Survivor,album,0.73,0.602,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954,3.68555,72839124,411414,10935,True,0,Youtube,221133,False,2001,65,6,"pop, R&B"
483,Destiny's Child,Bootylicious,Survivor,album,0.84,0.835,-4.386,0.275,0.00281,1.11e-06,0.152,0.637,103.376,3.465116666666667,112086731,467969,16368,True,198323379,Spotify,207906,False,2001,64,1,"pop, R&B"
484,Destiny's Child,Lose My Breath,Destiny Fulfilled,album,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011,4.03355,127208450,614864,17410,True,104899869,Youtube,242013,False,2004,61,1,"pop, R&B"
485,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),Destiny Fulfilled,album,0.878,0.417,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49,5.426216666666667,225592008,1048760,27610,True,136912173,Youtube,325573,False,2004,63,7,"pop, R&B"
486,Ashanti,Foolish,Ashanti,album,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119,3.789783333333333,195333616,1083263,25448,True,252064122,Spotify,227386,True,2002,70,0,"hip hop, pop, R&B"
487,Ashanti,Rock Wit U (Awww Baby),Chapter II,album,0.71,0.797,-3.006,0.0582,0.408,0.0,0.16,0.849,94.998,3.485333333333333,56394278,321748,8543,True,98421794,Spotify,209120,False,2003,65,4,"hip hop, pop, R&B"
488,Ashanti,Happy,Ashanti,album,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.124,0.695,89.488,4.37045,70532217,365562,9909,True,61841897,Youtube,262226,True,2002,61,2,"hip hop, pop, R&B"
489,Ashanti,Baby,Ashanti,album,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,4.42845,64276353,407558,8023,True,33524355,Youtube,265706,True,2002,55,4,"hip hop, pop, R&B"
490,Ashanti,Baby,Ashanti,album,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,4.42845,64276353,407558,8023,True,33524355,Youtube,214240,False,2010,81,5,pop
491,Caetano Veloso,Baby,Gal Costa,album,0.356,0.272,-13.263,0.0368,0.508,2.02e-05,0.263,0.509,113.345,3.5488833333333334,139231,2636,65,False,11345192,Spotify,265706,True,2002,55,4,"hip hop, pop, R&B"
492,Caetano Veloso,Baby,Gal Costa,album,0.356,0.272,-13.263,0.0368,0.508,2.02e-05,0.263,0.509,113.345,3.5488833333333334,139231,2636,65,False,11345192,Spotify,214240,False,2010,81,5,pop
493,Justin Bieber,Baby,My World 2.0,album,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,3.570666666666667,2905792670,23212268,4805805,True,625188054,Youtube,265706,True,2002,55,4,"hip hop, pop, R&B"
494,Justin Bieber,Baby,My World 2.0,album,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,3.570666666666667,2905792670,23212268,4805805,True,625188054,Youtube,214240,False,2010,81,5,pop
495,Aya Nakamura,Baby,DNK,album,0.841,0.466,-8.386,0.203,0.065,0.0,0.0898,0.744,110.056,2.7062166666666667,8358408,130338,3638,True,9838884,Spotify,265706,True,2002,55,4,"hip hop, pop, R&B"
496,Aya Nakamura,Baby,DNK,album,0.841,0.466,-8.386,0.203,0.065,0.0,0.0898,0.744,110.056,2.7062166666666667,8358408,130338,3638,True,9838884,Spotify,214240,False,2010,81,5,pop
497,3 Doors Down,Kryptonite,The Better Life,album,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,3.8988833333333335,393588871,1610152,38293,True,704218472,Spotify,233933,False,2000,78,11,"pop, rock, metal"
498,3 Doors Down,Here Without You,Away From The Sun,album,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,3.9788833333333335,758398411,3653866,99583,True,510259109,Youtube,238733,False,2002,74,10,"pop, rock, metal"
499,3 Doors Down,When I'm Gone,Away From The Sun,album,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095,4.338883333333333,155704474,821590,20405,True,185957704,Spotify,260333,False,2002,67,7,"pop, rock, metal"
500,3 Doors Down,When I'm Gone,Away From The Sun,album,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095,4.338883333333333,155704474,821590,20405,True,185957704,Spotify,281320,True,2005,68,10,hip hop
