artist,Track,duration_ms,explicit,year,popularity,key,genre
Baauer,Harlem Shake,196664,FALSE,2013,57,0,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,FALSE,2012,70,8,"hip hop, pop, Dance/Electronic"
Katy Perry,This Is How We Do,204285,FALSE,2013,60,9,pop
AWOLNATION,Sail,259102,FALSE,2011,2,1,"pop, rock"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,FALSE,2013,27,0,"pop, Dance/Electronic"
Jason Derulo,The Other Side,226986,FALSE,2013,50,9,"hip hop, pop"
Storm Queen,Look Right Through - MK Vocal Edit,150400,FALSE,2014,0,0,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,FALSE,2012,71,8,"hip hop, pop, Dance/Electronic"
Katy Perry,Unconditionally,228878,FALSE,2013,0,7,pop
Wale,Bad (feat. Rihanna) - Remix,238826,TRUE,2013,61,6,"hip hop, pop, R&B"
Ciara,Body Party,234040,FALSE,2013,64,2,"pop, R&B"
Drake,Started From the Bottom,174120,TRUE,2013,65,8,"hip hop, pop, R&B"
Birdy,Wings,252106,FALSE,2013,48,7,pop
Bastille,Of The Night,214205,FALSE,2013,61,5,"pop, rock"
Olly Murs,Dear Darlin',206373,FALSE,2012,59,11,"pop, Dance/Electronic"
Katy Perry,Roar,223546,FALSE,2013,73,7,pop
Blake Shelton,Sure Be Cool If You Did,215720,FALSE,2013,56,11,country
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,FALSE,2012,65,0,"hip hop, pop, Dance/Electronic"
JAY-Z,Holy Grail,338413,TRUE,2013,62,2,hip hop
Bridgit Mendler,Ready or Not,200946,FALSE,2012,72,2,pop
The Saturdays,What About Us,220682,FALSE,2013,61,7,"pop, Dance/Electronic"
Bastille,Pompeii,214147,FALSE,2013,74,9,"pop, rock"
One Direction,Best Song Ever,200106,FALSE,2013,76,1,pop
Nelly,Hey Porsche,209466,TRUE,2013,57,9,"hip hop, pop, R&B"
Zedd,Clarity,271426,FALSE,2012,0,8,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Wrecking Ball,221360,FALSE,2013,77,5,pop
Chris Brown,Fine China,213666,FALSE,2013,0,10,"hip hop, pop, R&B"
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,FALSE,2013,69,10,"hip hop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,204360,FALSE,2013,66,8,"pop, Dance/Electronic"
Justin Timberlake,Mirrors,484146,FALSE,2013,78,5,pop
Bruno Mars,Treasure,178560,TRUE,2012,78,5,pop
Of Monsters and Men,Little Talks,266600,FALSE,2012,79,1,"pop, rock, Folk/Acoustic"
Miley Cyrus,We Can't Stop,231240,FALSE,2013,78,1,pop
J. Cole,Power Trip (feat. Miguel),241160,TRUE,2013,0,1,hip hop
Paramore,Still into You,216013,FALSE,2013,79,5,"pop, rock"
Christina Perri,human,250706,FALSE,2013,59,8,pop
Drake,"Hold On, We're Going Home",227880,FALSE,2013,72,6,"hip hop, pop, R&B"
James Blunt,Bonfire Heart,238000,FALSE,2013,0,0,pop
Maroon 5,Daylight,225066,FALSE,2012,66,7,pop
Childish Gambino,3005,235662,TRUE,2013,0,6,hip hop
Avril Lavigne,Here's to Never Growing Up,214080,TRUE,2013,0,0,pop
Taylor Swift,22,232120,FALSE,2012,68,7,pop
Passenger,Let Her Go,252866,FALSE,2012,73,7,pop
Ariana Grande,The Way,227026,FALSE,2013,65,5,pop
Rihanna,Stay,240706,FALSE,2012,76,9,"hip hop, pop, R&B"
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,TRUE,2013,67,11,pop
Bruno Mars,When I Was Your Man,213826,FALSE,2012,83,0,pop
Florida Georgia Line,Cruise,208960,FALSE,2012,57,10,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,FALSE,2014,79,5,"hip hop, pop"
Katy Perry,Dark Horse,215672,FALSE,2013,74,6,pop
ScHoolboy Q,Collard Greens,299960,TRUE,2014,0,11,"hip hop, pop"
Iggy Azalea,Fancy,199938,TRUE,2014,69,10,"hip hop, pop"
Maroon 5,Animals,231013,FALSE,2014,79,4,pop
Sam Smith,Stay With Me,172723,FALSE,2014,80,0,pop
MAGIC!,Rude,224840,FALSE,2014,80,1,set()
Sia,Chandelier,216120,FALSE,2014,78,1,pop
John Legend,All of Me,269560,FALSE,2013,84,8,"pop, R&B"
ZHU,Faded,223386,FALSE,2014,49,9,Dance/Electronic
Meghan Trainor,All About That Bass,187920,TRUE,2015,72,9,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,FALSE,2014,50,6,"hip hop, pop, Dance/Electronic"
Iggy Azalea,Black Widow,209423,TRUE,2014,67,11,"hip hop, pop"
Tove Lo,Habits (Stay High),209160,FALSE,2014,74,5,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,FALSE,2014,67,0,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,FALSE,2014,69,5,"hip hop, pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,TRUE,2013,56,6,"hip hop, pop"
Maroon 5,Maps,189840,FALSE,2014,0,1,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,FALSE,2014,45,5,"hip hop, pop, Dance/Electronic"
Tinashe,2 On (feat. ScHoolboy Q),227000,TRUE,2014,71,9,"hip hop, pop, R&B, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),259934,FALSE,2014,72,8,"pop, Dance/Electronic"
Taylor Swift,Bad Blood,211933,FALSE,2014,54,7,pop
Trey Songz,Na Na,231906,FALSE,2015,62,9,"hip hop, pop, R&B"
Calvin Harris,Under Control (feat. Hurts),184280,FALSE,2014,72,8,"hip hop, pop, Dance/Electronic"
O.T. Genasis,CoCo,239573,TRUE,2014,61,8,"hip hop, pop"
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,FALSE,2013,66,9,"hip hop, pop"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,FALSE,2014,66,9,"pop, rock"
Jeremih,Don't Tell 'Em,266840,TRUE,2015,74,2,"hip hop, pop, R&B"
Nicki Minaj,Anaconda,260240,TRUE,2014,66,9,"hip hop, pop"
Calvin Harris,Blame (feat. John Newman),212960,FALSE,2014,75,0,"hip hop, pop, Dance/Electronic"
DJ Snake,Turn Down for What,213733,FALSE,2013,70,1,"hip hop, pop, Dance/Electronic"
Pitbull,Timber (feat. Ke$ha),204160,FALSE,2012,80,11,"hip hop, pop, latin"
OneRepublic,Counting Stars,257386,FALSE,2014,62,1,pop
Bobby Shmurda,Hot N*gga,194561,TRUE,2014,73,9,"hip hop, pop"
Calvin Harris,Summer,224506,FALSE,2014,21,4,"hip hop, pop, Dance/Electronic"
ScHoolboy Q,Man Of The Year,216013,TRUE,2014,0,3,"hip hop, pop"
Nico & Vinz,Am I Wrong,245866,FALSE,2014,76,8,"hip hop, pop"
Becky G,Shower,206166,FALSE,2014,78,2,"pop, latin"
Sigma,Nobody To Love - Radio Edit,189720,FALSE,2014,62,8,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,183750,FALSE,2014,0,0,"pop, Dance/Electronic"
Lorde,Team,193058,FALSE,2013,76,6,"pop, Dance/Electronic"
Rixton,Me And My Broken Heart,193733,FALSE,2014,77,5,pop
Klingande,Jubel - Radio Edit,201626,FALSE,2013,50,0,"pop, Dance/Electronic"
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,FALSE,2014,2,5,"hip hop, Dance/Electronic"
Paloma Faith,Only Love Can Hurt Like This,232893,FALSE,2014,80,8,"pop, R&B, Dance/Electronic"
Kiesza,Hideaway,251986,FALSE,2014,64,7,"pop, Dance/Electronic"
Ellie Goulding,Burn,231211,FALSE,2014,70,1,"pop, rock, Dance/Electronic"
Ariana Grande,Break Free,214840,FALSE,2014,0,7,pop
Kid Ink,Show Me (feat. Chris Brown),217800,TRUE,2014,68,7,"hip hop, pop"
Tove Lo,Talking Body,238426,TRUE,2014,66,4,"pop, Dance/Electronic"
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,TRUE,2014,72,10,"hip hop, pop, R&B"
OneRepublic,Love Runs Out,224226,FALSE,2014,59,7,pop
Olly Murs,Up (feat. Demi Lovato),224293,FALSE,2014,0,9,"pop, Dance/Electronic"
Peking Duk,High (feat. Nicole Millar),228000,FALSE,2014,48,0,Dance/Electronic
Milky Chance,Stolen Dance,313684,FALSE,2014,73,11,set()
Ed Sheeran,Don't,219840,FALSE,2014,72,1,pop
Ariana Grande,Love Me Harder,236133,FALSE,2014,74,1,pop
Enrique Iglesias,Bailando - Spanish Version,243386,FALSE,2014,66,7,"pop, latin"
Avicii,Hey Brother,255093,FALSE,2013,2,7,"pop, Dance/Electronic"
Jessie J,Bang Bang,199386,FALSE,2014,77,0,"hip hop, pop"
Duke Dumont,I Got U,285596,FALSE,2014,67,9,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,198880,FALSE,2014,61,5,"pop, Dance/Electronic"
Taylor Swift,Style,231000,FALSE,2014,61,7,pop
MKTO,Classic,175426,FALSE,2012,82,1,"hip hop, pop"
Disclosure,Latch,255631,FALSE,2013,74,1,"pop, Dance/Electronic"
Ariana Grande,Problem,193920,FALSE,2014,73,1,pop
Charli XCX,Boom Clap,169866,FALSE,2014,49,4,"pop, Dance/Electronic"
One Direction,Steal My Girl,228133,FALSE,2014,79,10,pop
Tiësto,Red Lights,263890,FALSE,2013,0,10,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,227360,FALSE,2014,58,7,pop
Rita Ora,I Will Never Let You Down,203466,FALSE,2014,65,4,"hip hop, pop, Dance/Electronic"
5 Seconds of Summer,She Looks So Perfect,202496,FALSE,2014,74,9,pop
The Script,Superheroes,245466,FALSE,2014,74,3,"pop, rock"
Taylor Swift,Shake It Off,219200,FALSE,2014,79,7,pop
One Direction,Night Changes,226600,FALSE,2014,83,8,pop
Ed Sheeran,Sing,235382,FALSE,2014,69,8,pop
Alesso,Heroes (we could be),209866,FALSE,2014,52,5,"pop, Dance/Electronic"
Tiësto,Wasted,188371,FALSE,2014,0,2,"pop, Dance/Electronic"
G.R.L.,Ugly Heart,198306,FALSE,2014,64,9,pop
Coldplay,A Sky Full of Stars,267866,FALSE,2014,80,6,"rock, pop"
Clean Bandit,Rather Be (feat. Jess Glynne),227833,FALSE,2014,72,11,"pop, Dance/Electronic"
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,FALSE,2014,63,8,"hip hop, pop, Dance/Electronic"
Sia,Elastic Heart,257200,FALSE,2014,70,9,pop
One Direction,Story of My Life,245493,FALSE,2013,81,3,pop
Alex & Sierra,Little Do You Know,185200,FALSE,2014,75,0,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,TRUE,2014,55,10,"hip hop, pop, R&B"
Echosmith,Cool Kids,237626,FALSE,2013,71,8,pop
Natalie La Rose,Somebody,189906,FALSE,2014,66,0,set()
Vance Joy,Riptide,204280,FALSE,2014,80,1,"rock, pop"
Beyoncé,Drunk in Love (feat. Jay-Z),323480,TRUE,2014,70,5,"pop, R&B"
Maroon 5,Sugar,235493,TRUE,2014,0,1,pop
Ella Henderson,Ghost,213213,FALSE,2014,63,9,"pop, Dance/Electronic"
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,FALSE,2013,71,10,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,TRUE,2014,67,1,"hip hop, pop, R&B"
Sheppard,Geronimo,218227,FALSE,2014,0,7,"pop, rock, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,FALSE,2014,0,1,"pop, Dance/Electronic"
Sam Smith,Money On My Mind,192670,FALSE,2014,62,2,pop
Jason Derulo,Trumpets,217306,FALSE,2013,53,0,"hip hop, pop"
Nicki Minaj,Bed Of Lies,269946,TRUE,2014,53,11,"hip hop, pop"
Nick Jonas,Jealous - Remix,222213,TRUE,2014,0,11,pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,TRUE,2015,82,0,pop
Ed Sheeran,Thinking out Loud,281560,FALSE,2014,81,2,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,FALSE,2015,81,10,"hip hop, pop"
Justin Bieber,What Do You Mean?,205680,FALSE,2015,77,5,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,FALSE,2015,73,7,"hip hop, pop, Dance/Electronic"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,FALSE,2014,76,2,"pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,FALSE,2015,78,8,"pop, rock, Dance/Electronic"
Calvin Harris,Outside (feat. Ellie Goulding),227266,FALSE,2014,78,2,"hip hop, pop, Dance/Electronic"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,FALSE,2014,75,9,"hip hop, pop, Dance/Electronic"
Demi Lovato,Cool for the Summer,214746,TRUE,2015,0,5,pop
Taylor Swift,Blank Space,231826,FALSE,2014,82,5,pop
The Weeknd,The Hills,242253,TRUE,2015,84,0,"pop, R&B"
The Neighbourhood,Daddy Issues,260173,FALSE,2015,85,10,"rock, pop"
Deorro,Five More Hours,211975,FALSE,2015,66,5,"pop, Dance/Electronic"
Avicii,The Nights,176658,FALSE,2014,85,6,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,FALSE,2014,69,5,"hip hop, pop, Dance/Electronic"
Adam Lambert,Ghost Town,208330,TRUE,2015,46,4,pop
Rae Sremmurd,No Type,200080,TRUE,2015,71,6,"hip hop, pop"
Taylor Swift,Bad Blood,200106,FALSE,2015,70,11,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,FALSE,2015,49,5,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),219043,FALSE,2015,76,5,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,212640,FALSE,2015,76,11,"hip hop, pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,177560,FALSE,2014,65,7,"pop, Dance/Electronic"
Trey Songz,Na Na,231906,FALSE,2015,62,9,"hip hop, pop, R&B"
Fall Out Boy,Centuries,228360,FALSE,2015,80,4,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,TRUE,2016,76,6,hip hop
Lost Frequencies,Are You With Me - Radio Edit,138842,FALSE,2014,33,5,"pop, Dance/Electronic"
Twenty One Pilots,Stressed Out,202333,FALSE,2015,83,4,rock
Fifth Harmony,Worth It (feat. Kid Ink),224573,FALSE,2015,73,8,pop
KALEO,Way down We Go,219560,FALSE,2015,63,10,"rock, classical"
Sam Smith,Like I Can,167065,FALSE,2014,79,7,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,FALSE,2015,49,9,"hip hop, pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,159693,FALSE,2015,48,0,"pop, Dance/Electronic"
Avicii,Waiting For Love,230613,FALSE,2015,79,6,"pop, Dance/Electronic"
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,FALSE,2018,72,2,"hip hop, pop, Dance/Electronic"
Taylor Swift,Wildest Dreams,220440,FALSE,2014,78,8,pop
The Weeknd,In The Night,235653,TRUE,2015,0,7,"pop, R&B"
Pitbull,Time of Our Lives,229360,TRUE,2014,80,1,"hip hop, pop, latin"
Galantis,Runaway (U & I),227073,FALSE,2015,74,1,"pop, Dance/Electronic"
Rihanna,Bitch Better Have My Money,219305,TRUE,2015,73,1,"hip hop, pop, R&B"
Zara Larsson,Lush Life,202213,FALSE,2015,0,7,"pop, Dance/Electronic"
One Direction,Drag Me Down,192120,FALSE,2015,79,0,pop
Travis Scott,Antidote,262693,TRUE,2015,73,1,"hip hop, Dance/Electronic"
Years & Years,King,215360,FALSE,2015,0,4,"pop, Dance/Electronic"
Demi Lovato,Confident,205745,TRUE,2015,64,3,pop
Lemaitre,Closer,270589,FALSE,2017,59,2,pop
Selena Gomez,Same Old Love,229080,FALSE,2015,69,11,pop
Pia Mia,Do It Again,207746,TRUE,2015,72,8,"pop, R&B"
Flo Rida,My House,192190,FALSE,2015,76,7,"hip hop, pop"
Silentó,Watch Me (Whip / Nae Nae),185131,FALSE,2015,0,8,hip hop
Chris Brown,Ayo,225226,TRUE,2015,71,6,"hip hop, pop, R&B"
The Strumbellas,Spirits,203653,FALSE,2016,71,0,"rock, Folk/Acoustic, pop"
Fetty Wap,Trap Queen,222093,TRUE,2015,68,7,"hip hop, pop"
Tove Lo,Talking Body,238426,TRUE,2014,66,4,"pop, Dance/Electronic"
Beyoncé,7/11,213506,FALSE,2014,69,9,"pop, R&B"
Lana Del Rey,High By The Beach,257573,TRUE,2015,67,11,pop
Zara Larsson,Never Forget You,213427,FALSE,2017,73,11,"pop, Dance/Electronic"
Jeremih,oui,238320,FALSE,2015,77,5,"hip hop, pop, R&B"
Drake,Hotline Bling,267066,FALSE,2016,77,2,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,217906,FALSE,2015,64,10,pop
Birdy,Let It All Go,280757,FALSE,2015,68,10,pop
Fetty Wap,679 (feat. Remy Boyz),196693,TRUE,2015,74,7,"hip hop, pop"
Ariana Grande,Love Me Harder,236133,FALSE,2014,74,1,pop
The Weeknd,Can't Feel My Face,213520,FALSE,2015,79,9,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,FALSE,2015,55,7,"pop, R&B"
X Ambassadors,Renegades,195200,FALSE,2015,75,2,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),227480,FALSE,2015,77,1,pop
Kygo,Stole the Show,223186,FALSE,2016,74,8,"pop, Dance/Electronic"
Tame Impala,The Less I Know The Better,216320,TRUE,2015,83,4,metal
Selena Gomez,Good For You,221560,TRUE,2015,0,5,pop
Fetty Wap,My Way (feat. Monty),213053,TRUE,2015,55,6,"hip hop, pop"
Hozier,Take Me To Church,241688,FALSE,2014,81,4,"Folk/Acoustic, pop"
Taylor Swift,Style,231000,FALSE,2014,77,7,pop
Alessia Cara,Here,199453,FALSE,2015,0,0,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,FALSE,2015,66,5,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,FALSE,2015,47,0,"hip hop, pop, Dance/Electronic"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,TRUE,2015,68,11,"hip hop, pop"
Big Sean,I Don't Fuck With You,284386,TRUE,2015,75,1,"hip hop, pop"
Kygo,Firestone,271640,FALSE,2016,76,11,"pop, Dance/Electronic"
Drake,Jumpman,205879,TRUE,2015,0,1,"hip hop, pop, R&B"
Petit Biscuit,Sunset Lover,237792,FALSE,2015,71,6,Dance/Electronic
Shawn Mendes,Stitches,206880,FALSE,2015,78,1,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,FALSE,2015,67,9,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,227373,FALSE,2014,64,7,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,FALSE,2015,74,4,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,213445,FALSE,2015,0,2,"pop, rock, Dance/Electronic"
Bryson Tiller,Don't,198293,TRUE,2015,78,11,"hip hop, pop, R&B"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,TRUE,2015,1,6,"hip hop, pop"
Joel Adams,Please Don't Go,210580,FALSE,2015,71,4,R&B
Zedd,I Want You To Know,238800,FALSE,2015,0,9,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,FALSE,2015,67,9,"pop, Dance/Electronic"
BØRNS,Electric Love,218173,FALSE,2015,0,6,"rock, pop"
Sigala,Easy Love,229813,FALSE,2018,66,9,"pop, Dance/Electronic"
Justin Bieber,Sorry,200786,FALSE,2015,80,0,pop
Ariana Grande,One Last Time,197266,FALSE,2014,79,8,pop
Little Mix,Black Magic,211773,FALSE,2015,1,4,pop
One Direction,Perfect,230333,FALSE,2015,77,2,pop
Years & Years,Shine,255506,FALSE,2015,55,1,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,182666,FALSE,2015,70,7,pop
Nicky Jam,El Perdón - Forgiveness,206666,FALSE,2017,51,8,latin
The Weeknd,Starboy,230453,TRUE,2016,0,7,"pop, R&B"
Drake,One Dance,173986,FALSE,2016,84,1,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,233720,FALSE,2015,0,4,pop
The Chainsmokers,Closer,244960,FALSE,2016,83,8,"pop, Dance/Electronic"
Adele,Hello,295502,FALSE,2015,1,5,"pop, R&B"
Desiigner,Panda,246761,TRUE,2016,70,10,"hip hop, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,FALSE,2016,72,9,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),224813,FALSE,2016,67,6,pop
OneRepublic,Wherever I Go,169773,FALSE,2016,70,10,pop
Rihanna,Work,219320,TRUE,2016,75,11,"hip hop, pop, R&B"
Coldplay,Hymn for the Weekend,258266,FALSE,2015,82,0,"rock, pop"
Justin Bieber,Sorry,200786,FALSE,2015,80,0,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,FALSE,2016,76,0,pop
WILLOW,Wait a Minute!,196520,FALSE,2015,86,3,"pop, R&B, Dance/Electronic"
Desiigner,Tiimmy Turner,239853,TRUE,2016,67,6,"hip hop, pop"
G-Eazy,"Me, Myself & I",251466,TRUE,2015,77,0,"hip hop, pop"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,FALSE,2016,68,9,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,208728,FALSE,2016,0,7,"rock, pop, Dance/Electronic"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,TRUE,2016,75,9,"hip hop, pop"
Twenty One Pilots,Heathens,195920,FALSE,2016,80,4,rock
Future,Low Life (feat. The Weeknd),313546,TRUE,2016,74,8,"hip hop, pop"
Galantis,No Money,189126,FALSE,2016,67,6,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,208373,FALSE,2016,79,11,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,TRUE,2016,62,0,"hip hop, pop, Dance/Electronic"
Alok,Hear Me Now,192846,FALSE,2016,51,11,"pop, Dance/Electronic"
Jon Bellion,All Time Low,217603,TRUE,2016,70,0,"hip hop, pop"
Cheat Codes,Sex,228361,FALSE,2016,0,0,"pop, Dance/Electronic"
Meghan Trainor,NO,213506,FALSE,2017,69,1,pop
Dua Lipa,Hotter Than Hell,187957,FALSE,2017,65,3,pop
Martin Garrix,In the Name of Love,195706,FALSE,2016,76,4,"pop, Dance/Electronic"
Alan Walker,Faded,212106,FALSE,2018,78,6,Dance/Electronic
Tove Lo,Cool Girl,197815,TRUE,2016,0,9,"pop, Dance/Electronic"
DJ Snake,Let Me Love You,205946,FALSE,2016,81,8,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,FALSE,2016,79,9,"hip hop, pop, Dance/Electronic"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,TRUE,2016,77,7,"hip hop, pop, Dance/Electronic"
Kevin Gates,2 Phones,240000,TRUE,2016,69,7,"hip hop, pop"
Rihanna,Needed Me,191600,TRUE,2016,80,5,"hip hop, pop, R&B"
Ariana Grande,Side To Side,226160,TRUE,2016,0,6,pop
Marshmello,Alone,273802,FALSE,2016,71,2,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,223853,FALSE,2015,73,9,pop
Selena Gomez,Same Old Love,229080,FALSE,2015,69,11,pop
Calvin Harris,My Way,219159,FALSE,2016,74,4,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,193253,FALSE,2016,64,8,"pop, rock"
Twenty One Pilots,Ride,214506,FALSE,2015,80,6,rock
Flo Rida,My House,192190,FALSE,2015,76,7,"hip hop, pop"
Ariana Grande,Dangerous Woman,235946,FALSE,2016,0,7,pop
Anne-Marie,Alarm,205593,TRUE,2016,57,0,"pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,FALSE,2016,79,1,pop
AlunaGeorge,I'm In Control,209425,FALSE,2016,0,11,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,FALSE,2016,68,8,"pop, latin"
MNEK,Never Forget You,213427,FALSE,2015,45,11,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),183414,FALSE,2016,70,5,"pop, Dance/Electronic"
Drake,Hotline Bling,267066,FALSE,2016,0,2,"hip hop, pop, R&B"
Ariana Grande,Into You,244453,FALSE,2016,3,9,pop
Shawn Mendes,Treat You Better,187973,FALSE,2017,82,10,pop
Tory Lanez,Say It,237786,TRUE,2016,73,11,"hip hop, pop, R&B"
Coldplay,Adventure of a Lifetime,263786,FALSE,2015,76,7,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,FALSE,2016,0,0,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,FALSE,2016,69,7,"pop, R&B"
X Ambassadors,Renegades,195200,FALSE,2015,75,2,"hip hop, rock, pop"
DNCE,Cake By The Ocean,219146,TRUE,2016,79,4,pop
99 Souls,The Girl Is Mine,216613,FALSE,2016,55,9,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),255889,FALSE,2016,51,6,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,225882,FALSE,2015,55,8,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,222813,FALSE,2016,0,8,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,FALSE,2016,75,8,pop
Drake,Pop Style,212946,TRUE,2016,63,7,"hip hop, pop, R&B"
ZAYN,PILLOWTALK,203686,TRUE,2016,59,11,"pop, Dance/Electronic"
Alessia Cara,Here,199453,FALSE,2016,66,0,"pop, R&B"
DJ Snake,Middle,220573,FALSE,2016,0,9,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,202149,FALSE,2015,46,10,"pop, Dance/Electronic"
Drake,Jumpman,205879,TRUE,2015,72,1,"hip hop, pop, R&B"
Charlie Puth,Dangerously,199133,FALSE,2016,62,2,pop
Nick Jonas,Close,234213,FALSE,2016,69,6,pop
Jonas Blue,Perfect Strangers,196613,FALSE,2016,0,1,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,FALSE,2016,0,6,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,226738,FALSE,2015,73,4,"pop, Dance/Electronic"
Tory Lanez,LUV,228640,TRUE,2016,0,11,"hip hop, pop, R&B"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,FALSE,2016,68,7,pop
Bryson Tiller,Don't,198293,TRUE,2015,78,11,"hip hop, pop, R&B"
Steve Aoki,Just Hold On,198774,FALSE,2016,63,11,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),225914,FALSE,2016,60,5,"pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,FALSE,2015,1,9,"pop, Dance/Electronic"
Flume,Never Be Like You,233337,TRUE,2016,0,0,Dance/Electronic
